gyro_xout,gyro_yout,gyro_zout,accel_xout,accel_yout,accel_zout
-60.0000,45.0000,70.0000,0.0203,0.0105,0.9790
-48.0000,7.0000,65.0000,0.0281,-0.0083,0.9739
-48.0000,30.0000,66.0000,0.0144,-0.0081,0.9741
-91.0000,19.0000,54.0000,0.0200,-0.0042,0.9763
-55.0000,36.0000,69.0000,0.0171,-0.0020,0.9688
-92.0000,33.0000,105.0000,0.0215,-0.0049,0.9663
-65.0000,44.0000,30.0000,0.0234,-0.0032,0.9712
-60.0000,29.0000,44.0000,0.0176,-0.0056,0.9824
-66.0000,34.0000,74.0000,0.0210,-0.0037,0.9685
-67.0000,21.0000,78.0000,0.0254,-0.0066,0.9780
-81.0000,25.0000,88.0000,0.0303,-0.0063,0.9729
-53.0000,20.0000,89.0000,0.0300,-0.0032,0.9695
-59.0000,23.0000,55.0000,0.0137,-0.0088,0.9722
-50.0000,2.0000,57.0000,0.0237,-0.0037,0.9709
-36.0000,15.0000,51.0000,0.0034,-0.0042,0.9744
-93.0000,1.0000,74.0000,0.0166,-0.0088,0.9731
-67.0000,24.0000,33.0000,0.0308,-0.0098,0.9780
-80.0000,11.0000,41.0000,0.0171,-0.0017,0.9707
-67.0000,40.0000,30.0000,0.0144,-0.0083,0.9783
-49.0000,12.0000,53.0000,0.0225,-0.0078,0.9705
-72.0000,253.0000,70.0000,0.0203,-0.0059,0.9697
-74.0000,33.0000,67.0000,0.0293,-0.0071,0.9788
-49.0000,249.0000,54.0000,0.0073,-0.0076,0.9792
-69.0000,29.0000,43.0000,0.0205,-0.0068,0.9819
-67.0000,14.0000,66.0000,0.0161,-0.0061,0.9731
-49.0000,8.0000,60.0000,0.0173,-0.0076,0.9756
-60.0000,25.0000,97.0000,0.0188,-0.0068,0.9531
-66.0000,20.0000,67.0000,0.0212,-0.0083,0.9736
-83.0000,-24.0000,87.0000,0.0171,-0.0022,0.9768
-44.0000,17.0000,71.0000,0.0171,-0.0132,0.9795
-61.0000,5.0000,45.0000,0.0039,-0.0049,0.9771
-53.0000,18.0000,70.0000,0.0156,-0.0085,0.9771
-66.0000,9.0000,69.0000,0.0232,-0.0044,0.9707
-84.0000,40.0000,71.0000,0.0205,-0.0073,0.9697
-59.0000,20.0000,56.0000,0.0183,-0.0078,0.9697
-82.0000,-3.0000,57.0000,0.0181,-0.0042,0.9810
-41.0000,5.0000,93.0000,0.0239,-0.0010,0.9688
-57.0000,7.0000,48.0000,0.0220,-0.0112,0.9827
-69.0000,-20.0000,62.0000,0.0212,-0.0081,0.9727
-77.0000,250.0000,35.0000,0.0186,-0.0100,0.9839
-70.0000,7.0000,53.0000,0.0049,-0.0037,0.9517
-56.0000,29.0000,101.0000,0.0298,-0.0137,0.9724
-60.0000,38.0000,58.0000,0.0225,-0.0085,0.9590
-58.0000,-81.0000,55.0000,0.0054,-0.0134,0.9832
-62.0000,250.0000,50.0000,0.0007,-0.0044,0.9871
-77.0000,6.0000,72.0000,0.0303,-0.0073,0.9595
-73.0000,24.0000,73.0000,0.0237,-0.0151,0.9678
-84.0000,29.0000,81.0000,0.0225,-0.0066,0.9895
-93.0000,8.0000,29.0000,0.0183,-0.0100,0.9785
-64.0000,47.0000,62.0000,0.0176,-0.0054,0.9731
-44.0000,15.0000,66.0000,0.0198,-0.0078,0.9768
-59.0000,-256.0000,52.0000,0.0186,-0.0098,0.9727
-82.0000,24.0000,61.0000,0.0210,-0.0061,0.9714
-74.0000,32.0000,50.0000,0.0193,-0.0142,0.9756
-54.0000,30.0000,48.0000,0.0173,-0.0088,0.9709
-104.0000,-5.0000,97.0000,0.0249,-0.0002,0.9773
-62.0000,13.0000,72.0000,0.0203,-0.0085,0.9771
-72.0000,35.0000,
